identifier,Category,Temperature L1,Product,Size,Temperature L2,Sugar,Milk,calories,caffeine,protein,sodium
,Other teas,Ice,Peach Oolong LemonTea,Small,No,Extra,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Small,No,Regular,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Small,No,Regular,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Small,No,Less,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Small,No,Less,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Small,No,Half,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Small,No,Half,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Small,No,Slight,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Small,No,Slight,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Small,No,No,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Small,No,No,Oat Milk,,,,
,Other teas,Hot,Peach Oolong LemonTea,Regular,Hot,Extra,Standard,,,,
,Other teas,Hot,Peach Oolong LemonTea,Regular,Hot,Extra,Oat Milk,,,,
,Other teas,Hot,Peach Oolong LemonTea,Regular,Hot,Regular,Standard,,,,
,Other teas,Hot,Peach Oolong LemonTea,Regular,Hot,Regular,Oat Milk,,,,
,Other teas,Hot,Peach Oolong LemonTea,Regular,Hot,Less,Standard,,,,
,Other teas,Hot,Peach Oolong LemonTea,Regular,Hot,Less,Oat Milk,,,,
,Other teas,Hot,Peach Oolong LemonTea,Regular,Hot,Half,Standard,,,,
,Other teas,Hot,Peach Oolong LemonTea,Regular,Hot,Half,Oat Milk,,,,
,Other teas,Hot,Peach Oolong LemonTea,Regular,Hot,Slight,Standard,,,,
,Other teas,Hot,Peach Oolong LemonTea,Regular,Hot,Slight,Oat Milk,,,,
,Other teas,Hot,Peach Oolong LemonTea,Regular,Hot,No,Standard,,,,
,Other teas,Hot,Peach Oolong LemonTea,Regular,Hot,No,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Regular,Extra,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Regular,Extra,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Regular,Regular,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Regular,Regular,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Regular,Less,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Regular,Less,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Regular,Half,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Regular,Half,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Regular,Slight,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Regular,Slight,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Regular,No,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Regular,No,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Less,Extra,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Less,Extra,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Less,Regular,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Less,Regular,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Less,Less,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Less,Less,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Less,Half,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Less,Half,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Less,Slight,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Less,Slight,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Less,No,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,Less,No,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,No,Extra,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,No,Extra,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,No,Regular,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,No,Regular,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,No,Less,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,No,Less,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,No,Half,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,No,Half,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,No,Slight,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,No,Slight,Oat Milk,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,No,No,Standard,,,,
,Other teas,Ice,Peach Oolong LemonTea,Regular,No,No,Oat Milk,,,,
,Other teas,Hot,Peach Oolong LemonTea,Large,Hot,Extra,Standard,,,,
,Other teas,Hot,Peach Oolong LemonTea,Large,Hot,Extra,Oat Milk,,,,
,Other teas,Hot,Peach Oolong LemonTea,Large,Hot,Regular,Standard,,,,
,Other teas,Hot,Peach Oolong LemonTea,Large,Hot,Regular,Oat Milk,,,,
,Other teas,Hot,Peach Oolong LemonTea,Large,Hot,Less,Standard,,,,
,Other teas,Hot,Peach Oolong LemonTea,Large,Hot,Less,Oat Milk,,,,
,Other teas,Hot,Peach Oolong LemonTea,Large,Hot,Half,Standard,,,,
,Other teas,Hot,Peach Oolong LemonTea,Large,Hot,Half,Oat Milk,,,,
,Other teas,Hot,Peach Oolong LemonTea,Large,Hot,Slight,Standard,,,,
,Other teas,Hot,Peach Oolong LemonTea,Large,Hot,Slight,Oat Milk,,,,
,Other teas,Hot,Peach Oolong LemonTea,Large,Hot,No,Standard,,,,
,Other teas,Hot,Peach Oolong LemonTea,Large,Hot,No,Oat Milk,,,,
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Regular,Extra,Standard,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Regular,Extra,Oat Milk,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Regular,Regular,Standard,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Regular,Regular,Oat Milk,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Regular,Less,Standard,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Regular,Less,Oat Milk,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Regular,Half,Standard,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Regular,Half,Oat Milk,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Regular,Slight,Standard,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Regular,Slight,Oat Milk,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Regular,No,Standard,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Regular,No,Oat Milk,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Less,Extra,Standard,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Less,Extra,Oat Milk,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Less,Regular,Standard,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Less,Regular,Oat Milk,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Less,Less,Standard,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Less,Less,Oat Milk,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Less,Half,Standard,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Less,Half,Oat Milk,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Less,Slight,Standard,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Less,Slight,Oat Milk,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Less,No,Standard,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,Less,No,Oat Milk,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,No,Extra,Standard,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,No,Extra,Oat Milk,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,No,Regular,Standard,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,No,Regular,Oat Milk,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,No,Less,Standard,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,No,Less,Oat Milk,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,No,Half,Standard,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,No,Half,Oat Milk,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,No,Slight,Standard,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,No,Slight,Oat Milk,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,No,No,Standard,260.0,135.0,0.0,0.0
22 oz Peach Brewed Lemon Tea,Other teas,Ice,Peach Oolong LemonTea,Large,No,No,Oat Milk,260.0,135.0,0.0,0.0
,Other teas,Hot,Roasted Black Lemon Tea,Small,Hot,Extra,Standard,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Small,Hot,Extra,Oat Milk,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Small,Hot,Regular,Standard,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Small,Hot,Regular,Oat Milk,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Small,Hot,Less,Standard,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Small,Hot,Less,Oat Milk,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Small,Hot,Half,Standard,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Small,Hot,Half,Oat Milk,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Small,Hot,Slight,Standard,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Small,Hot,Slight,Oat Milk,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Small,Hot,No,Standard,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Small,Hot,No,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Regular,Extra,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Regular,Extra,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Regular,Regular,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Regular,Regular,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Regular,Less,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Regular,Less,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Regular,Half,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Regular,Half,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Regular,Slight,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Regular,Slight,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Regular,No,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Regular,No,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Less,Extra,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Less,Extra,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Less,Regular,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Less,Regular,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Less,Less,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Less,Less,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Less,Half,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Less,Half,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Less,Slight,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Less,Slight,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Less,No,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,Less,No,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,No,Extra,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,No,Extra,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,No,Regular,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,No,Regular,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,No,Less,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,No,Less,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,No,Half,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,No,Half,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,No,Slight,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,No,Slight,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,No,No,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Small,No,No,Oat Milk,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Regular,Hot,Extra,Standard,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Regular,Hot,Extra,Oat Milk,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Regular,Hot,Regular,Standard,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Regular,Hot,Regular,Oat Milk,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Regular,Hot,Less,Standard,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Regular,Hot,Less,Oat Milk,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Regular,Hot,Half,Standard,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Regular,Hot,Half,Oat Milk,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Regular,Hot,Slight,Standard,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Regular,Hot,Slight,Oat Milk,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Regular,Hot,No,Standard,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Regular,Hot,No,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Regular,Extra,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Regular,Extra,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Regular,Regular,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Regular,Regular,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Regular,Less,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Regular,Less,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Regular,Half,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Regular,Half,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Regular,Slight,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Regular,Slight,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Regular,No,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Regular,No,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Less,Extra,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Less,Extra,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Less,Regular,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Less,Regular,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Less,Less,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Less,Less,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Less,Half,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Less,Half,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Less,Slight,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Less,Slight,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Less,No,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,Less,No,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,No,Extra,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,No,Extra,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,No,Regular,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,No,Regular,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,No,Less,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,No,Less,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,No,Half,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,No,Half,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,No,Slight,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,No,Slight,Oat Milk,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,No,No,Standard,,,,
,Other teas,Ice,Roasted Black Lemon Tea,Regular,No,No,Oat Milk,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Large,Hot,Extra,Standard,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Large,Hot,Extra,Oat Milk,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Large,Hot,Regular,Standard,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Large,Hot,Regular,Oat Milk,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Large,Hot,Less,Standard,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Large,Hot,Less,Oat Milk,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Large,Hot,Half,Standard,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Large,Hot,Half,Oat Milk,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Large,Hot,Slight,Standard,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Large,Hot,Slight,Oat Milk,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Large,Hot,No,Standard,,,,
,Other teas,Hot,Roasted Black Lemon Tea,Large,Hot,No,Oat Milk,,,,
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Regular,Extra,Standard,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Regular,Extra,Oat Milk,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Regular,Regular,Standard,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Regular,Regular,Oat Milk,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Regular,Less,Standard,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Regular,Less,Oat Milk,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Regular,Half,Standard,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Regular,Half,Oat Milk,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Regular,Slight,Standard,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Regular,Slight,Oat Milk,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Regular,No,Standard,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Regular,No,Oat Milk,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Less,Extra,Standard,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Less,Extra,Oat Milk,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Less,Regular,Standard,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Less,Regular,Oat Milk,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Less,Less,Standard,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Less,Less,Oat Milk,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Less,Half,Standard,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Less,Half,Oat Milk,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Less,Slight,Standard,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Less,Slight,Oat Milk,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Less,No,Standard,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,Less,No,Oat Milk,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,No,Extra,Standard,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,No,Extra,Oat Milk,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,No,Regular,Standard,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,No,Regular,Oat Milk,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,No,Less,Standard,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,No,Less,Oat Milk,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,No,Half,Standard,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,No,Half,Oat Milk,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,No,Slight,Standard,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,No,Slight,Oat Milk,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,No,No,Standard,260.0,115.0,0.0,0.0
22 oz Roasted Black Extracted Lemon Tea,Other teas,Ice,Roasted Black Lemon Tea,Large,No,No,Oat Milk,260.0,115.0,0.0,0.0
,Other teas,Hot,Caramel Tea Frappe,Small,Hot,Extra,Standard,,,,
,Other teas,Hot,Caramel Tea Frappe,Small,Hot,Extra,Oat Milk,,,,
,Other teas,Hot,Caramel Tea Frappe,Small,Hot,Regular,Standard,,,,
,Other teas,Hot,Caramel Tea Frappe,Small,Hot,Regular,Oat Milk,,,,
,Other teas,Hot,Caramel Tea Frappe,Small,Hot,Less,Standard,,,,
,Other teas,Hot,Caramel Tea Frappe,Small,Hot,Less,Oat Milk,,,,
,Other teas,Hot,Caramel Tea Frappe,Small,Hot,Half,Standard,,,,
,Other teas,Hot,Caramel Tea Frappe,Small,Hot,Half,Oat Milk,,,,
,Other teas,Hot,Caramel Tea Frappe,Small,Hot,Slight,Standard,,,,
,Other teas,Hot,Caramel Tea Frappe,Small,Hot,Slight,Oat Milk,,,,
,Other teas,Hot,Caramel Tea Frappe,Small,Hot,No,Standard,,,,
,Other teas,Hot,Caramel Tea Frappe,Small,Hot,No,Oat Milk,,,,
,Other teas,Ice,Caramel Tea Frappe,Small,Regular,Extra,Standard,,,,
,Other teas,Ice,Caramel Tea Frappe,Small,Regular,Extra,Oat Milk,,,,
,Other teas,Ice,Caramel Tea Frappe,Small,Regular,Regular,Standard,,,,
,Other teas,Ice,Caramel Tea Frappe,Small,Regular,Regular,Oat Milk,,,,
,Other teas,Ice,Caramel Tea Frappe,Small,Regular,Less,Standard,,,,
,Other teas,Ice,Caramel Tea Frappe,Small,Regular,Less,Oat Milk,,,,
,Other teas,Ice,Caramel Tea Frappe,Small,Regular,Half,Standard,,,,
,Other teas,Ice,Caramel Tea Frappe,Small,Regular,Half,Oat Milk,,,,
,Other teas,Ice,Caramel Tea Frappe,Small,Regular,Slight,Standard,,,,
